V1	V2	semantics
pick-up	01980103	motion
pick-up-the-gauntlet	00952238	communication
picket	02527819	social
pickle	00213649	change
picnic	01170593	consumption
picture	01638974	creation
piddle	02713983	stative
piddle-away	02713983	stative
piece	01593092	contact
piece-dye	00289709	change
pierce	01444980	contact
piffle	01038676	communication
pig	02621792	stative
pig-it	02621792	stative
pig-out	01195632	consumption
pigeonhole	01500273	contact
piggyback	01961262	motion
pigment	00288152	change
pile	01506036	contact
pile-up	00158612	change
pilfer	02281711	possession
pillage	02349564	possession
pillory	02489530	social
pillow	01505585	contact
pilot	01944952	motion
pimp	01183272	consumption
pin	01209769	contact
pin-down	00717446	cognition
pin-on	01063353	communication
pin-up	01342831	contact
pinch	01459400	contact
pine	01809651	emotion
pine-away	00390663	change
ping	01239359	contact
pinion	01303151	contact
pink	02189819	perception
pinkify	00286174	change
pinnacle	02700644	stative
pinpoint	02292225	possession
pioneer	01648963	creation
pip	02490159	social
pip-out	00360460	change
pipe	00916373	communication
pipe-clay	01536112	contact
pipe-down	02194634	perception
pipe-in	01439024	contact
pipe-up	01052437	communication
pique	01793089	emotion
pirate	02282742	possession
pirouette	02052333	motion
piss	00071765	body
pistol-whip	01400599	contact
pit	01083545	competition
pitch	01515257	contact
pitch-in	01175354	consumption
pitch-into	01245101	contact
pitchfork	01582189	contact
pith	02371240	possession
pitter-patter	02763786	weather
pity	01825946	emotion
pivot	02050521	motion
placard	01594756	contact
placate	01769244	emotion
place	01496967	contact
place-kick	01373709	contact
place-down	01503011	contact
place-upright	01549550	contact
plagiarise	02282906	possession
plagiarize	02282906	possession
plague	02777278	weather
plain	00909100	communication
plait	01678612	creation
plan	00706993	cognition
plane	01252054	contact
plank	01338841	contact
plank-down	01982083	motion
plank-over	01338841	contact
plant	01570056	contact
plash	01521292	contact
plaster	01365133	contact
plaster-over	01365133	contact
plasticise	00570818	change
plasticize	00570818	change
plastinate	02285492	possession
plat	00712751	cognition
plate	01397703	contact
platinize	01618599	contact
platitudinize	00953801	communication
play	01075360	competition
play-a-joke-on	02583671	social
play-a-trick-on	02581808	social
play-along	02422308	social
play-around	02604639	social
play-back	01742228	creation
play-down	00514573	change
play-false	00840873	communication
play-hooky	02620058	stative
play-it-by-ear	02375524	social
play-off	01083545	competition
play-out	02285714	possession
play-possum	00840674	communication
play-tricks	02581808	social
play-up	00515150	change
playact	01723780	creation
plea-bargain	00766571	communication
pleach	01522202	contact
plead	00761546	communication
please	01819595	emotion
pleat	01389955	contact
pledge	00886061	communication
plicate	01220344	contact
plight	00888123	communication
plod	01925197	motion
plonk	01503211	contact
plonk-down	01982083	motion
plop	01981435	motion
plot	00709957	cognition
plough	02101131	motion
plough-on	01997581	motion
plow	01745745	creation
plow-ahead	00783350	communication
pluck	01595377	contact
pluck-at	01612019	contact
plug	01425540	contact
plug-away	02420703	social
plug-in	01423776	contact
plug-into	01423776	contact
plumb	00732632	cognition
plume	02324030	possession
plummet	01982213	motion
plump	01982213	motion
plump-down	01982083	motion
plump-for	02459338	social
plump-in	02021268	motion
plump-out	02021402	motion
plump-up	01394600	contact
plunder	02350284	possession
plunge	01580466	contact
plunk	02189411	perception
plunk-down	01503211	contact
plunk-for	02459338	social
pluralise	01073938	communication
pluralize	01073938	communication
ply	01185006	consumption
poach	01145732	competition
pock	01553977	contact
pocket	02283437	possession
pockmark	01554312	contact
pod	00198432	change
podcast	00970994	communication
poetise	01706373	creation
poetize	01706373	creation
point	00925764	communication
point-jam	01059430	communication
point-out	01060446	communication
point-the-way	00751800	communication
point-up	01016195	communication
poise	01947430	motion
poison	02586763	social
poke	01232540	contact
poke-at	01233816	contact
poke-fun	00853615	communication
poke-into	01231317	contact
poke-out	02695935	stative
polarise	00488490	change
polarize	00488490	change
pole	01374854	contact
poleax	01261206	contact
poleaxe	01261206	contact
polemicise	00776977	communication
polemicize	00776977	communication
polemise	00776977	communication
polemize	00776977	communication
police	02460361	social
polish	01248201	contact
polish-off	00485823	change
polish-up	00474730	change
politicise	00535302	change
politicize	00535302	change
politick	02380839	social
polka	01901576	motion
poll	02459761	social
pollard	01323329	contact
pollenate	00053776	body
pollinate	00053776	body
pollute	00493642	change
polychrome	00285573	change
polychromise	00285573	change
polychromize	00285573	change
polymerise	00267472	change
polymerize	00267472	change
pomade	00039815	body
pommel	01418674	contact
pompadour	00038980	body
ponder	00632042	cognition
poniard	01234442	contact
pontificate	02437242	social
pony-up	02204855	possession
pooch	00145843	change
pooch-out	00145843	change
pooh-pooh	01066084	communication
pool	02300803	possession
poop-out	00099271	body
pop	02086193	motion
pop-in	01924323	motion
pop-off	02013137	motion
pop-out	00427109	change
pop-the-question	00881285	communication
pop-up	02161949	perception
popularise	00972247	communication
popularize	00972247	communication
populate	02655932	stative
porcelainize	01618693	contact
pore	00724156	cognition
port	02095121	motion
portend	00873606	communication
porter	01453572	contact
portion	02233480	possession
portion-out	02299140	possession
portray	00990922	communication
pose	02728538	stative
posit	01578506	contact
position	01991174	motion
possess	02638248	stative
post	01594542	contact
postdate	02718647	stative
postmark	01276668	contact
postpone	02648898	stative
postpose	01250769	contact
postulate	00758943	communication
posture	02524849	social
pot	01532279	contact
potentiate	00230227	change
pother	01824015	emotion
potter	01475976	contact
potter-around	01475806	contact
pouch	01488676	contact
poultice	00082682	body
pounce	02068286	motion
pound	01417280	contact
pound-off	01566777	contact
pound-up	01305025	contact
pour	02073479	motion
pour-cold-water-on	01823710	emotion
pour-down	01204994	consumption
pour-forth	01544585	contact
pour-out	00943597	communication
pout	02724891	stative
powder	00332964	change
powderise	00333255	change
powderize	00333255	change
power	01183856	consumption
power-dive	01967662	motion
powerwash	01538703	contact
powwow	00765181	communication
practice	02574587	social
practice-bundling	00015156	body
practise	01727101	creation
praise	00858506	communication
prance	01920627	motion
prang	01565408	contact
prang-up	00052876	body
prank	01681753	creation
prate	01038676	communication
prattle	01038676	communication
prawn	01385260	contact
pray	00761989	communication
preach	00829664	communication
preachify	00830035	communication
preamble	00903907	communication
prearrange	01652332	creation
preassemble	01743144	creation
precede	02718318	stative
precess	02105748	motion
precipitate	01647881	creation
precis	01010464	communication
preclude	02458316	social
preconceive	01637553	creation
precondition	00408253	change
precook	01669731	creation
predate	02718318	stative
predecease	00361458	change
predestinate	00705076	cognition
predestine	00748228	communication
predetermine	00704539	cognition
predicate	01019231	communication
predict	00919743	communication
predigest	01200508	consumption
predispose	00682611	cognition
predominate	02650318	stative
preempt	02307434	possession
preen	01394734	contact
preexist	02610107	stative
prefabricate	01743144	creation
preface	00903562	communication
prefer	01830440	emotion
prefigure	01640535	creation
prefix	01300547	contact
preform	01664146	creation
preheat	00373053	change
prehend	01215136	contact
preisolate	00498037	change
prejudge	00683200	cognition
prejudice	02519408	social
prelude	02677287	stative
premeditate	00705839	cognition
premier	01722190	creation
premiere	01722190	creation
premise	01003512	communication
premiss	00719132	cognition
preoccupy	01787213	emotion
preordain	00704735	cognition
prepare	00407168	change
prepare-for	00274056	change
prepay	02255148	possession
preponderate	02651681	stative
prepose	01250969	contact
prepossess	02209794	possession
prerecord	01001474	communication
presage	00873606	communication
prescribe	00749139	communication
present	02153218	perception
preserve	02685709	stative
preside	02448474	social
press	01449876	contact
press-down	01577597	contact
press-down-on	01600017	contact
press-home	01016371	communication
press-on	01997581	motion
press-out	00479613	change
pressure	02510211	social
pressure-cook	00329489	change
pressure-wash	01538703	contact
pressurise	00404516	change
pressurize	00404516	change
presume	00633898	cognition
presuppose	00718436	cognition
pretend	00839722	communication
pretermit	00618983	cognition
prettify	00293903	change
pretty-up	00042809	body
prevail	02650318	stative
prevaricate	00837185	communication
prevent	02458316	social
preview	02156246	perception
previse	00872604	communication
prey	01206335	consumption
price	02356006	possession
prick	01443420	contact
prick-up	01987020	motion
prickle	02127763	perception
pride	01776419	emotion
pride-oneself	01832935	emotion
prim	00526244	change
prim-out	00044876	body
prim-up	00044876	body
prime	00409549	change
primp	00043414	body
prink	00045263	body
print	01749530	creation
print-over	01752081	creation
prioritise	00662052	cognition
prioritize	00662052	cognition
prise	01596175	contact
privatise	00412973	change
privatize	00412973	change
privilege	02459141	social
prize	02260917	possession
prizefight	01423105	contact
probate	02649956	stative
probe	00790226	communication
proceed	00783045	communication
process	00516235	change
proclaim	00980205	communication
procrastinate	02648322	stative
procreate	00054856	body
proctor	02599510	social
procure	02243552	possession
prod	01233816	contact
produce	01756303	creation
profane	02585532	social
profess	00821417	communication
professionalise	00584600	change
professionalize	00584600	change
proffer	02302103	possession
profile	01703205	creation
profit	02295422	possession
profiteer	02284460	possession
prognosticate	00919743	communication
program	00796926	communication
programme	01751525	creation
progress	00249545	change
progress-to	02026014	motion
prohibit	00797525	communication
project	00745209	communication
prolapse	01837848	motion
proliferate	00311417	change
prologise	00904052	communication
prologize	00904052	communication
prologuize	00904052	communication
prolong	00318689	change
promenade	01928458	motion
promise	00885532	communication
promote	02560630	social
prompt	01653541	creation
promulgate	00979368	communication
pronate	02085657	motion
pronk	01873458	motion
pronounce	00980581	communication
proof	01756124	creation
proofread	00629964	cognition
prop	01221568	contact
prop-up	01221568	contact
propagandise	00972905	communication
propagandize	00972905	communication
propagate	02235229	possession
propel	01514338	contact
prophesy	00928673	communication
propitiate	00767258	communication
proportion	00484397	change
propose	00876925	communication
proposition	00877482	communication
propound	00877863	communication
